timestamp,strategy_type,trade_type,market_regime,confidence,position_size_pct,contracts,entry_price,exit_price,position_cost,pnl,outcome,capital_after,rsi,momentum,bb_position,vix_level
2024-12-10 09:32,VIX_SPIKE_CALL,HIGH_CONVICTION,ranging,0.5,1.2,1,2.5792953955448676,3.7531835713325257,257.9295395544868,-90.27533884407036,LOSS,25059.762218087595,0.0,-0.00017540117776140553,0.029692158860137395,16.07828702205542
2024-12-10 09:39,VIX_SPIKE_CALL,HIGH_CONVICTION,ranging,0.5,1.2,1,2.1490306472359864,3.127158912822109,214.90306472359865,97.81282655861227,WIN,25157.575044646208,0.0,-0.00021771198797585883,0.037290396806447704,15.55504327375224
2024-12-10 09:55,VIX_SPIKE_CALL,HIGH_CONVICTION,ranging,0.5,1.2,2,1.3141685000072807,1.9123964366541,262.8337000014561,119.64558732936388,WIN,25277.22063197557,0.0,-0.0003135944600555865,0.04616765075286963,15.2696332807704
2024-12-10 10:05,VIX_SPIKE_CALL,HIGH_CONVICTION,ranging,0.5,1.2,1,1.9700229517180516,2.8668853207725262,197.00229517180517,-68.9508033101318,LOSS,25208.26982866544,0.0,-0.0003733066882958037,0.049195515373418826,15.153059569345622
2024-12-10 10:11,VIX_SPIKE_CALL,HIGH_CONVICTION,ranging,0.5,1.2,1,2.092377864329747,3.0449942073986276,209.23778643297467,95.26163430688811,WIN,25303.53146297233,0.0,-0.00040924033567340135,0.05075561165432485,15.36481657945458
2024-12-10 10:12,VIX_SPIKE_CALL,HIGH_CONVICTION,ranging,0.5,1.2,2,1.4088488548129268,2.0502746559481433,281.76977096258537,128.28516022704326,WIN,25431.81662319937,0.0,-0.0004155547020239463,0.05097125947786354,15.201235537074444
2024-12-10 10:30,VIX_SPIKE_CALL,HIGH_CONVICTION,ranging,0.5,1.2,1,1.5698492099526393,2.284692631651428,156.98492099526393,71.48434216987889,WIN,25503.30096536925,0.0,-0.0005245656009808094,0.054048215113976665,15.595344170538178
2024-12-10 10:33,VIX_SPIKE_CALL,HIGH_CONVICTION,ranging,0.5,1.2,1,1.7490507646158917,2.5455166666756672,174.90507646158918,79.64659020597756,WIN,25582.94755557523,0.0,-0.0005426735592418238,0.05447935390943769,15.80872388767205
2024-12-10 10:37,VIX_SPIKE_CALL,HIGH_CONVICTION,ranging,0.5,1.2,1,2.365672726335131,3.442968681377588,236.5672726335131,-82.79854542172959,LOSS,25500.1490101535,0.0,-0.000566629897200302,0.055008129779995626,15.385130858317304
2024-12-10 10:40,VIX_SPIKE_CALL,HIGH_CONVICTION,ranging,0.5,1.2,3,1.0000293649969136,1.4554425716291126,300.0088094990741,-105.00308332467594,LOSS,25395.145926828824,0.0,-0.0005858370952154321,0.05496783131338023,15.321954080146558
2024-12-10 10:47,VIX_SPIKE_CALL,HIGH_CONVICTION,ranging,0.5,1.2,1,1.7421299666502639,2.535061656345887,174.2129966650264,79.29316896956232,WIN,25474.439095798385,22.478601214372716,-0.00022081921970395588,0.17336122044604207,15.24030128242686
2024-12-11 09:03,VIX_CRUSH_PUT,HIGH_CONVICTION,ranging,0.5,1.2,1,2.3393464080168,3.4139237798295414,233.93464080168,107.45773718127415,WIN,25581.89683297966,100.0,0.006372749067893397,0.9452548028822255,12.03883746897965
2024-12-11 09:45,VIX_CRUSH_PUT,HIGH_CONVICTION,ranging,0.5,1.2,2,1.5188525391206211,2.2101017104183445,303.77050782412425,-106.31967773844349,LOSS,25475.577155241215,100.0,0.00016521629619188448,0.9589829675244994,11.773261005940778
2024-12-12 09:00,VIX_SPIKE_CALL,HIGH_CONVICTION,ranging,0.5,1.2,2,1.0279920367978426,1.4980301093675297,205.5984073595685,94.00761451393743,WIN,25569.584769755154,0.0,-0.003280616947372829,-0.5041067934724336,15.319747543545201
2024-12-12 09:19,VIX_SPIKE_CALL,HIGH_CONVICTION,ranging,0.5,1.2,2,1.32015423002884,1.9209015053325984,264.030846005768,120.14945506075168,WIN,25689.734224815908,0.0,-8.557179839943584e-05,-0.006266765782185779,15.086960910599286
2024-12-12 09:26,VIX_SPIKE_CALL,HIGH_CONVICTION,ranging,0.5,1.2,1,1.978851954209269,2.8793939581151555,197.88519542092692,-69.25981839732442,LOSS,25620.474406418583,0.0,-0.0001217005942985337,0.02003788835272512,15.119557347190323
2024-12-12 09:47,VIX_SPIKE_CALL,HIGH_CONVICTION,ranging,0.5,1.2,1,2.0618871347263523,3.000371822853309,206.18871347263524,93.84846881269567,WIN,25714.32287523128,0.0,-0.00023168919084365765,0.04242260566383338,15.105182918382354
2024-12-12 10:27,VIX_SPIKE_CALL,HIGH_CONVICTION,ranging,0.5,1.2,3,0.8382830247118588,1.2199548993580003,251.48490741355764,-88.01971759474517,LOSS,25626.303157636532,0.0,-0.0004423806028256323,0.05352407392061742,15.353386731358622
2024-12-13 09:51,VIX_SPIKE_CALL,HIGH_CONVICTION,ranging,0.5,1.2,1,2.8801480981735947,4.191100933534286,288.0148098173595,131.09528353606908,WIN,25757.3984411726,0.0,-0.0002469605869299496,0.0443995395991189,15.64685846138373
2024-12-13 09:59,VIX_SPIKE_CALL,HIGH_CONVICTION,ranging,0.5,1.2,1,1.7140697843708985,2.4943072633377894,171.40697843708986,78.02374789668909,WIN,25835.42218906929,0.0,-0.00028698236867148697,0.04792103400983957,15.077154965820428
2024-12-13 10:05,VIX_SPIKE_CALL,HIGH_CONVICTION,ranging,0.5,1.2,2,1.5131131572001881,2.2019075470720133,302.62263144003765,137.75887797436502,WIN,25973.181067043653,0.0,-0.0003175205108325158,0.04945991764272688,15.257026248879175
